collabarotar_status,strategy,T,units,A,B,m,mu,c,cu,no_instances,good_rank,good_frac,good_mean,good_stddev,bad_rank,bad_frac,bad_mean,bad_stddev,Unnecessary_work,no_instances_used,no_migrations,no_collaboration_works,total_work,effective_perf_rate,naive_total_work,naive_effective_rate,speedup,percentage_improvement
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,6.0,0.3,0,10,0,0,7136513.90085,8.25985405191,7136513.90085,8.25985405191,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,5.0,0.25,0,10,0,0,5885895.26493,6.81237877885,5885895.26493,6.81237877885,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,5.0,0.25,0,10,0,0,5401855.423,6.25214748032,5401855.423,6.25214748032,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,5.0,0.25,0,10,0,0,7691461.48074,8.90215449159,7691461.48074,8.90215449159,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,5.0,0.25,0,10,0,0,6337966.63665,7.33560953315,6337966.63665,7.33560953315,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,5.0,0.25,0,10,0,0,6353313.90172,7.35337257144,6353313.90172,7.35337257144,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,5.0,0.25,0,10,0,0,6759468.20326,7.82345856859,6759468.20326,7.82345856859,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,5.0,0.25,0,10,0,0,6798365.60136,7.86847870527,6798365.60136,7.86847870527,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,5.0,0.25,0,10,0,0,6946061.385,8.0394228993,6946061.385,8.0394228993,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,5.0,0.25,0,10,0,0,6766306.962,7.83137379861,6766306.962,7.83137379861,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,5.0,0.25,0,10,0,0,7702320.76699,8.91472310995,7702320.76699,8.91472310995,1.0,0.0
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,9.0,0.45,0,15,0,0,8875998.85047,10.0634907602,8333079.09949,9.64476747626,1.04341455457,4.34145545702
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,9.0,0.45,0,15,0,0,8745466.62348,9.91549503796,8599889.28044,9.95357555607,0.996174187066,-0.382581293433
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,9.0,0.45,0,15,0,0,9101645.62191,10.3193261019,8800669.71278,10.1859603157,1.01309309894,1.30930989412
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,9.0,0.45,0,15,0,0,8848633.23021,10.0324639798,8359962.96455,9.67588306082,1.03685254532,3.68525453198
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,9.0,0.45,0,15,0,0,9067135.25422,10.2801987009,8708533.2801,10.079320926,1.01992969332,1.99296933156
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,9.0,0.45,0,15,0,0,8708266.23552,9.87331772735,8427049.4008,9.75352939907,1.0122815366,1.22815365982
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,9.0,0.45,0,15,0,0,8629313.43205,9.78380207716,8385614.52312,9.70557236473,1.00806028841,0.806028840832
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,9.0,0.45,0,15,0,0,9158196.34067,10.3834425631,8721312.7739,10.0941120068,1.02866329956,2.86632995648
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,9.0,0.45,0,15,0,0,8826452.01769,10.0073152128,8355483.61138,9.67069862428,1.03480788737,3.48078873724
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,9.0,0.45,0,15,0,0,8699379.82111,9.86324242757,8411027.37248,9.73498538481,1.01317485725,1.31748572479
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,8.0,0.4,0,15,0,0,8689894.30023,9.85248786874,7839811.9431,9.07385641562,1.08581042254,8.58104225432
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,8.0,0.4,0,15,0,0,9029370.42713,10.2373814367,8520750.07176,9.86197924972,1.038065603,3.80656030023
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,8.0,0.4,0,15,0,0,8596680.18621,9.74680293221,8051214.52796,9.31853533328,1.04595868166,4.59586816606
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,8.0,0.4,0,15,0,0,9297032.09857,10.5408527195,8750773.03983,10.1282095368,1.04074196739,4.07419673863
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,8.0,0.4,0,15,0,0,8216159.83426,9.31537396174,7916524.08643,9.16264361855,1.01666880756,1.66688075567
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,8.0,0.4,0,15,0,0,8937350.7431,10.1330507291,8435899.86638,9.7637729935,1.03782121275,3.78212127505
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,8.0,0.4,0,15,0,0,9274916.96172,10.5157788682,8320538.2036,9.63025255046,1.091952554,9.19525540032
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,8.0,0.4,0,15,0,0,9225002.12117,10.4591860784,8901175.1936,10.3022861037,1.01522962701,1.52296270103
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,8.0,0.4,0,15,0,0,8960369.82319,10.1591494594,8278088.03371,9.58112040938,1.06033000582,6.03300058155
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,8.0,0.4,0,15,0,0,8575736.05297,9.7230567494,8095988.5742,9.37035714606,1.03763993174,3.76399317379
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.35,0,15,0,0,7549926.50964,8.56000738054,7419795.64622,8.58772644239,0.99677224676,-0.322775323965
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.35,0,15,0,0,8349923.61242,9.46703357418,7935392.05735,9.18448154785,1.03076406925,3.07640692456
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.35,0,15,0,0,7873625.87389,8.92701346246,7473019.02057,8.6493275701,1.03210491106,3.21049110587
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.35,0,15,0,0,8364334.09254,9.483371987,7375065.23442,8.53595513243,1.11099131144,11.0991311443
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.35,0,15,0,0,7711586.68675,8.74329556321,7350079.24672,8.50703616518,1.02777223388,2.77722338822
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.35,0,15,0,0,8748151.64247,9.91853927717,7788406.17049,9.01435899362,1.10030444585,10.0304445851
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.35,0,15,0,0,8106100.32211,9.19058993436,7381542.50325,8.54345197135,1.07574666132,7.57466613236
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.35,0,15,0,0,8195949.61886,9.29245988533,7225009.66986,8.36227971048,1.11123523812,11.1235238123
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.35,0,15,0,0,8580869.42589,9.7288769001,7425500.67082,8.59432948011,1.13201116185,13.201116185
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.35,0,15,0,0,8114247.42169,9.19982700872,7685550.39834,8.89531296104,1.03423308983,3.42330898313
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,6.0,0.3,0,15,0,0,8020226.83427,9.09322770326,7137591.02549,8.26110072395,1.10072834204,10.0728342035
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,6.0,0.3,0,15,0,0,8490295.63062,9.62618552225,6935041.65134,8.02666857794,1.19927531937,19.9275319366
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,6.0,0.3,0,15,0,0,6932154.63043,7.85958574879,6087225.89603,7.04540034263,1.11556268864,11.5562688643
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,6.0,0.3,0,15,0,0,8896318.13196,10.0865284943,8031809.64986,9.29607598364,1.08503077127,8.50307712676
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,6.0,0.3,0,15,0,0,8397179.01771,9.52061113119,7253622.28693,8.39539616543,1.13402761985,13.4027619851
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,6.0,0.3,0,15,0,0,6752405.8538,7.65578894989,6258572.68597,7.24371838654,1.05688660731,5.6886607314
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,6.0,0.3,0,15,0,0,8104213.38668,9.18845055179,7290854.64998,8.43848917822,1.08887389173,8.88738917274
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,6.0,0.3,0,15,0,0,7914334.6046,8.97316848595,6370487.56676,7.37324949856,1.21698967161,21.6989671609
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,6.0,0.3,0,15,0,0,8380788.74748,9.50202805836,7870567.19154,9.10945276798,1.0430953758,4.3095375801
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,6.0,0.3,0,15,0,0,9052208.8209,10.2632753071,8149855.48207,9.43270310424,1.08805240595,8.80524059454
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,5.0,0.25,0,15,0,0,6473021.82138,7.33902700837,6370920.51665,7.37375059797,0.995290918896,-0.470908110375
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,5.0,0.25,0,15,0,0,8708179.69528,9.87321960916,7279980.6028,8.42590347546,1.17176984497,17.1769844969
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,5.0,0.25,0,15,0,0,7280463.33281,8.25449357462,5847701.98194,6.7681735902,1.21960429422,21.9604294217
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,5.0,0.25,0,15,0,0,8747700.753,9.91802806463,7710264.27676,8.92391698699,1.11139851246,11.1398512456
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,5.0,0.25,0,15,0,0,8244239.27769,9.3472100654,6822083.55746,7.89593004336,1.18380102332,18.3801023322
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,5.0,0.25,0,15,0,0,8154742.78293,9.2457401167,6298804.42425,7.29028289844,1.26822789259,26.8227892593
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,5.0,0.25,0,15,0,0,6325904.75264,7.17222761071,5305733.54115,6.14089530226,1.1679449425,16.7944942502
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,5.0,0.25,0,15,0,0,7397297.21212,8.38695829039,6350002.12151,7.34953949249,1.14115425857,14.1154258571
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,5.0,0.25,0,15,0,0,7313309.14539,8.29173372494,6325225.20339,7.32086250392,1.13261705441,13.261705441
False,CPU,24,3600.0,10,5,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,5.0,0.25,0,15,0,0,7816483.62472,8.86222633189,6258220.15242,7.2433103616,1.22350498453,22.3504984526
False,CPU,24,3600.0,10,10,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,9.0,0.45,0,20,0,0,9480272.33465,10.5336359274,8387537.76796,9.70779834255,1.08506950348,8.50695034756
False,CPU,24,3600.0,10,10,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,9.0,0.45,0,20,0,0,9282808.7292,10.3142319213,8482213.19898,9.8173763877,1.05060980796,5.06098079571
False,CPU,24,3600.0,10,10,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,9.0,0.45,0,20,0,0,9281416.16318,10.3126846258,8559023.76946,9.90627751095,1.04102520996,4.10252099594
False,CPU,24,3600.0,10,10,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,9.0,0.45,0,20,0,0,9362852.53356,10.4031694817,8780739.12616,10.1628925071,1.02364257759,2.3642577587
False,CPU,24,3600.0,10,10,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,9.0,0.45,0,20,0,0,9371886.60588,10.4132073399,8418749.83374,9.74392341868,1.06868731336,6.86873133571
False,CPU,24,3600.0,10,10,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,9.0,0.45,0,20,0,0,9409930.47899,10.45547831,8574935.81345,9.92469422854,1.05348115209,5.3481152087
False,CPU,24,3600.0,10,10,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,9.0,0.45,0,20,0,0,9136800.81868,10.1520009096,8720770.14348,10.0934839624,1.00579749742,0.579749742471
False,CPU,24,3600.0,10,10,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,9.0,0.45,0,20,0,0,9094512.92743,10.1050143638,8505322.87926,9.84412370285,1.02650217214,2.65021721424
False,CPU,24,3600.0,10,10,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,9.0,0.45,0,20,0,0,9474271.11792,10.5269679088,8789056.63591,10.1725192545,1.03484374376,3.48437437576
False,CPU,24,3600.0,10,10,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,9.0,0.45,0,20,0,0,9220398.15104,10.2448868345,8615502.91102,9.97164688775,1.02740168698,2.74016869838
False,CPU,24,3600.0,10,10,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,8.0,0.4,0,20,0,0,9391199.7452,10.4346663836,8208686.06021,9.50079405117,1.09829413493,9.82941349272
False,CPU,24,3600.0,10,10,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,8.0,0.4,0,20,0,0,9371592.67425,10.4128807492,7998149.26293,9.25711720247,1.12485134642,12.485134642
False,CPU,24,3600.0,10,10,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,8.0,0.4,0,20,0,0,9315075.45506,10.350083839,8457103.28588,9.78831398828,1.05739189112,5.73918911212
False,CPU,24,3600.0,10,10,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,8.0,0.4,0,20,0,0,8678414.99964,9.64268333293,7835772.50939,9.06918114512,1.06323638029,6.32363802898
False,CPU,24,3600.0,10,10,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,8.0,0.4,0,20,0,0,9113356.98086,10.125952201,8025951.39603,9.28929559726,1.09006674348,9.00667434832
False,CPU,24,3600.0,10,10,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,8.0,0.4,0,20,0,0,9275526.40498,10.30614045,8074896.148,9.34594461574,1.10273930284,10.2739302844
False,CPU,24,3600.0,10,10,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,8.0,0.4,0,20,0,0,9267386.10902,10.2970956767,8153581.92681,9.437016119,1.09113893066,9.11389306581
False,CPU,24,3600.0,10,10,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,8.0,0.4,0,20,0,0,9248306.10837,10.275895676,8130909.47773,9.41077485848,1.09192875512,9.19287551227
False,CPU,24,3600.0,10,10,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,8.0,0.4,0,20,0,0,9311859.53511,10.3465105946,8308002.4913,9.6157436242,1.07599692743,7.59969274274
False,CPU,24,3600.0,10,10,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,8.0,0.4,0,20,0,0,8712899.00466,9.68099889407,7656355.90678,8.86152304025,1.09247573471,9.24757347119
False,CPU,24,3600.0,10,10,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.35,0,20,0,0,9315988.94365,10.3510988263,7669961.92958,8.87727075183,1.1660226567,16.6022656698
False,CPU,24,3600.0,10,10,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.35,0,20,0,0,9071233.89274,10.0791487697,7649970.37734,8.85413238117,1.13835532786,13.8355327863
False,CPU,24,3600.0,10,10,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.35,0,20,0,0,9345265.10152,10.3836278906,8003637.85876,9.26346974394,1.12092209265,12.0922092651
False,CPU,24,3600.0,10,10,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.35,0,20,0,0,9374762.97092,10.416403301,7746034.78728,8.96531804083,1.16185541367,16.1855413671
