collabarotar_status,strategy,T,units,A,B,m,mu,c,cu,no_instances,good_rank,good_frac,good_mean,good_stddev,bad_rank,bad_frac,bad_mean,bad_stddev,Unnecessary_work,no_instances_used,no_migrations,no_collaboration_works,total_work,effective_perf_rate,naive_total_work,naive_effective_rate,speedup,percentage_improvement
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.25,1,0.5,7.0,0.525,0,10,0,0,7716744.84247,8.93141764174,7716744.84247,8.93141764174,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.25,1,0.5,7.0,0.525,0,10,0,0,8124304.61994,9.40313034715,8124304.61994,9.40313034715,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.25,1,0.5,7.0,0.525,0,10,0,0,7893003.00142,9.13542014053,7893003.00142,9.13542014053,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.25,1,0.5,7.0,0.525,0,10,0,0,8345892.53612,9.65959784274,8345892.53612,9.65959784274,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.25,1,0.5,7.0,0.7,0,10,0,0,7699623.5788,8.91160136436,7699623.5788,8.91160136436,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.25,1,0.5,7.0,0.7,0,10,0,0,8521251.39716,9.86255948745,8521251.39716,9.86255948745,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.25,1,0.5,7.0,0.7,0,10,0,0,7147905.28767,8.27303852739,7147905.28767,8.27303852739,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.25,1,0.5,7.0,0.7,0,10,0,0,7582930.88728,8.77654037879,7582930.88728,8.77654037879,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.25,1,0.5,7.0,0.7,0,10,0,0,7596654.31436,8.79242397496,7596654.31436,8.79242397496,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.25,1,0.5,7.0,0.7,0,10,0,0,8073393.02651,9.3442048918,8073393.02651,9.3442048918,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.25,1,0.5,7.0,0.7,0,10,0,0,7570700.02424,8.76238428731,7570700.02424,8.76238428731,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.25,1,0.5,7.0,0.7,0,10,0,0,7496021.53959,8.67595085601,7496021.53959,8.67595085601,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.25,1,0.5,7.0,0.7,0,10,0,0,7402467.24251,8.56767041957,7402467.24251,8.56767041957,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.25,1,0.5,7.0,0.7,0,10,0,0,8246796.04878,9.54490283424,8246796.04878,9.54490283424,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.175,0,10,0,0,7286918.67463,8.43393365119,7286918.67463,8.43393365119,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.175,0,10,0,0,7342754.47348,8.49855841838,7342754.47348,8.49855841838,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.175,0,10,0,0,8239818.12565,9.53682653432,8239818.12565,9.53682653432,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.175,0,10,0,0,7914102.69328,9.15984108019,7914102.69328,9.15984108019,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.175,0,10,0,0,7834896.30175,9.06816701592,7834896.30175,9.06816701592,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.175,0,10,0,0,7848310.79691,9.08369305197,7848310.79691,9.08369305197,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.175,0,10,0,0,7095072.30681,8.21188924399,7095072.30681,8.21188924399,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.175,0,10,0,0,7648693.43056,8.85265443352,7648693.43056,8.85265443352,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.175,0,10,0,0,7375157.4534,8.53606186736,7375157.4534,8.53606186736,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.175,0,10,0,0,7916774.77064,9.16293376232,7916774.77064,9.16293376232,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.35,0,10,0,0,7592370.66496,8.7874660474,7592370.66496,8.7874660474,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.35,0,10,0,0,7631173.20019,8.83237638911,7631173.20019,8.83237638911,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.35,0,10,0,0,8205409.35525,9.49700156858,8205409.35525,9.49700156858,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.35,0,10,0,0,7656432.21575,8.86161136082,7656432.21575,8.86161136082,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.35,0,10,0,0,7708463.45093,8.92183269783,7708463.45093,8.92183269783,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.35,0,10,0,0,7733959.58467,8.95134211188,7733959.58467,8.95134211188,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.35,0,10,0,0,7091978.62697,8.20830859603,7091978.62697,8.20830859603,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.35,0,10,0,0,7438323.68152,8.60917092769,7438323.68152,8.60917092769,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.35,0,10,0,0,7478947.26456,8.65618896361,7478947.26456,8.65618896361,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.35,0,10,0,0,7131370.85952,8.25390145778,7131370.85952,8.25390145778,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.525,0,10,0,0,7702173.89762,8.91455312224,7702173.89762,8.91455312224,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.525,0,10,0,0,7212866.18791,8.34822475453,7212866.18791,8.34822475453,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.525,0,10,0,0,7344073.41105,8.5000849665,7344073.41105,8.5000849665,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.525,0,10,0,0,7575282.95454,8.76768860479,7575282.95454,8.76768860479,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.525,0,10,0,0,7503246.89344,8.68431353407,7503246.89344,8.68431353407,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.525,0,10,0,0,7766560.93991,8.98907516193,7766560.93991,8.98907516193,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.525,0,10,0,0,7978935.94854,9.23487957007,7978935.94854,9.23487957007,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.525,0,10,0,0,7870836.57937,9.10976455946,7870836.57937,9.10976455946,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.525,0,10,0,0,7436749.29868,8.60734872532,7436749.29868,8.60734872532,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.525,0,10,0,0,7253449.02463,8.39519563036,7253449.02463,8.39519563036,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.7,0,10,0,0,8064990.42632,9.33447966009,8064990.42632,9.33447966009,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.7,0,10,0,0,8341605.91831,9.65463647953,8341605.91831,9.65463647953,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.7,0,10,0,0,7885950.58905,9.12725762622,7885950.58905,9.12725762622,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.7,0,10,0,0,7963456.77463,9.21696385952,7963456.77463,9.21696385952,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.7,0,10,0,0,8617115.03217,9.97351276871,8617115.03217,9.97351276871,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.7,0,10,0,0,7606035.06091,8.8032813205,7606035.06091,8.8032813205,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.7,0,10,0,0,7853174.9413,9.08932284873,7853174.9413,9.08932284873,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.7,0,10,0,0,7404009.04682,8.5694549153,7404009.04682,8.5694549153,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.7,0,10,0,0,7285089.6566,8.43181673218,7285089.6566,8.43181673218,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.5,1,0.5,7.0,0.7,0,10,0,0,7772217.27879,8.99562185045,7772217.27879,8.99562185045,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.175,0,10,0,0,8628222.3994,9.98636851782,8628222.3994,9.98636851782,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.175,0,10,0,0,8101048.44456,9.3762134775,8101048.44456,9.3762134775,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.175,0,10,0,0,7772962.90251,8.99648484087,7772962.90251,8.99648484087,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.175,0,10,0,0,7967154.97022,9.22124417849,7967154.97022,9.22124417849,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.175,0,10,0,0,7143366.23956,8.26778499949,7143366.23956,8.26778499949,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.175,0,10,0,0,8690670.03053,10.0586458687,8690670.03053,10.0586458687,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.175,0,10,0,0,7751876.76472,8.9720795888,7751876.76472,8.9720795888,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.175,0,10,0,0,7988744.3348,9.24623186898,7988744.3348,9.24623186898,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.175,0,10,0,0,7429011.48922,8.59839292734,7429011.48922,8.59839292734,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.175,0,10,0,0,7408638.318,8.57481286806,7408638.318,8.57481286806,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.35,0,10,0,0,8414432.00114,9.73892592725,8414432.00114,9.73892592725,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.35,0,10,0,0,7511405.79693,8.69375670941,7511405.79693,8.69375670941,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.35,0,10,0,0,8136793.65756,9.4175852518,8136793.65756,9.4175852518,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.35,0,10,0,0,8096575.70914,9.37103670039,8096575.70914,9.37103670039,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.35,0,10,0,0,8112293.49959,9.38922858749,8112293.49959,9.38922858749,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.35,0,10,0,0,7779793.37563,9.00439048105,7779793.37563,9.00439048105,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.35,0,10,0,0,7868436.8931,9.1069871448,7868436.8931,9.1069871448,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.35,0,10,0,0,8145193.12839,9.42730686157,8145193.12839,9.42730686157,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.35,0,10,0,0,7523967.66041,8.70829590325,7523967.66041,8.70829590325,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.35,0,10,0,0,8036177.85172,9.30113177283,8036177.85172,9.30113177283,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.525,0,10,0,0,8507909.49188,9.84711746745,8507909.49188,9.84711746745,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.525,0,10,0,0,8210519.85637,9.50291650043,8210519.85637,9.50291650043,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.525,0,10,0,0,8115508.41181,9.39294955071,8115508.41181,9.39294955071,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.525,0,10,0,0,7604010.4646,8.80093803773,7604010.4646,8.80093803773,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.525,0,10,0,0,7882483.58938,9.12324489511,7882483.58938,9.12324489511,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.525,0,10,0,0,7865971.33501,9.10413348959,7865971.33501,9.10413348959,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.525,0,10,0,0,7250439.58199,8.39171247915,7250439.58199,8.39171247915,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.525,0,10,0,0,8755482.19346,10.1336599461,8755482.19346,10.1336599461,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.525,0,10,0,0,8196732.71702,9.48695916322,8196732.71702,9.48695916322,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.525,0,10,0,0,7862652.59814,9.10029235895,7862652.59814,9.10029235895,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.7,0,10,0,0,8377200.84924,9.69583431625,8377200.84924,9.69583431625,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.7,0,10,0,0,7625237.66356,8.82550655505,7625237.66356,8.82550655505,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.7,0,10,0,0,7719212.59377,8.93427383539,7719212.59377,8.93427383539,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.7,0,10,0,0,8362737.95936,9.67909486036,8362737.95936,9.67909486036,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.7,0,10,0,0,7672961.29933,8.8807422446,7672961.29933,8.8807422446,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.7,0,10,0,0,8176717.69442,9.46379362781,8176717.69442,9.46379362781,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.7,0,10,0,0,7633195.43288,8.8347169362,7633195.43288,8.8347169362,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.7,0,10,0,0,7963768.48361,9.21732463381,7963768.48361,9.21732463381,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.7,0,10,0,0,7725859.63771,8.94196717328,7725859.63771,8.94196717328,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,0.75,1,0.5,7.0,0.7,0,10,0,0,7981826.45905,9.23822506835,7981826.45905,9.23822506835,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,1.0,1,0.5,7.0,0.175,0,10,0,0,7793282.61083,9.0200030218,7793282.61083,9.0200030218,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,1.0,1,0.5,7.0,0.175,0,10,0,0,7194041.85112,8.32643732769,7194041.85112,8.32643732769,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,1.0,1,0.5,7.0,0.175,0,10,0,0,7838503.5024,9.07234201667,7838503.5024,9.07234201667,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,1.0,1,0.5,7.0,0.175,0,10,0,0,6775650.49691,7.84218807513,6775650.49691,7.84218807513,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,1.0,1,0.5,7.0,0.175,0,10,0,0,7478980.178,8.65622705788,7478980.178,8.65622705788,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,1.0,1,0.5,7.0,0.175,0,10,0,0,7509668.174,8.69174557176,7509668.174,8.69174557176,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,1.0,1,0.5,7.0,0.175,0,10,0,0,8106445.12768,9.38245963852,8106445.12768,9.38245963852,1.0,0.0
False,CPU,24,3600.0,10,0,180.0,2.0,0.0,0.0,2,0,0.5,10.0,1.0,1,0.5,7.0,0.175,0,10,0,0,8211310.18172,9.50383122885,8211310.18172,9.50383122885,1.0,0.0
